0x680, Time,74, Relay State 1, 0x10, Relay State 2, 0x41, Failsafe Status 1, 0x0
0x251, Time,10373, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10393, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10413, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10533, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10553, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10573, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10593, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10613, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10633, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10653, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10673, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10693, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10713, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10733, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10753, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10773, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10893, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10913, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10933, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10953, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10973, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,10993, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,11013, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,11033, Controller Temp,360, Motor Temp,389, Fault Code,2
0x251, Time,11053, Controller Temp,360, Motor Temp,389, Fault Code,2
